schema_version,score_evidence_id,program_id,institution_id,institution_name,component,component_score,max_score,rubric_anchor,rubric_anchor_description,supporting_evidence_ids,evidence_completeness,score_confidence,uncertainty_or_conflict,reviewer_or_generating_process,verification_status,calculated_at
2.0,scoreev:afeeec795801d3f2,us:ipeds:199193:program:phd:computer-science-phd,us:ipeds:199193,North Carolina State University at Raleigh,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:6d213a25fd9d25b34c32|stage3src:2f73d25712d4760da793|stage3src:8e25a0414f9d19e79e9a|stage3src:25a9382dffec06dc7cfe,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:8e655bcc49078b44,us:ipeds:199193:program:phd:computer-science-phd,us:ipeds:199193,North Carolina State University at Raleigh,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:6d213a25fd9d25b34c32|stage3src:2f73d25712d4760da793|stage3src:8e25a0414f9d19e79e9a|stage3src:25a9382dffec06dc7cfe,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:6fe9ededd85a52f0,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:76fe5da590b9a8ed|stage4src:e84858a29aaea8a8|stage4src:369cf3be42f53a49|stage4src:bfa0cb936f895c25,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:13f39424ec326491,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:76fe5da590b9a8ed|stage4src:e84858a29aaea8a8|stage4src:369cf3be42f53a49|stage4src:bfa0cb936f895c25,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:5c5f392ef9e2b065,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:e2af40a50bb74f7eab7f,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:00191e1fdb14e5c4,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:6346a3ace2e8c1faadde|stage3src:8e26070c7aa2ea8003fa|stage3src:5a1886e0a9a41c2a684b|stage3src:e2af40a50bb74f7eab7f,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:ec572d471c97198f,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:6346a3ace2e8c1faadde|stage3src:8e26070c7aa2ea8003fa|stage3src:5a1886e0a9a41c2a684b|stage3src:e2af40a50bb74f7eab7f,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:9b3947640425c12c,us:ipeds:204796:program:phd:computer-science-and-engineering-phd,us:ipeds:204796,Ohio State University-Main Campus,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:8e26070c7aa2ea8003fa|stage3src:5a1886e0a9a41c2a684b|stage3src:e2af40a50bb74f7eab7f|stage3src:6346a3ace2e8c1faadde,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:956f9934493fedcb,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:a01f5ea6e3f9ab1b|stage4src:e505dbbfe2bdebf9,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:636c72d87c868961,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:a01f5ea6e3f9ab1b|stage4src:e505dbbfe2bdebf9,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:e4433c49a0b44bbf,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:ded00d2189dcef583baa,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:a0e92da09b5fd502,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:df213e2a2ac721706a78|stage3src:f40059d3d427d39bec88|stage3src:031c2aacfef869b05dfa,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:569f0effa8b48d58,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:df213e2a2ac721706a78|stage3src:f40059d3d427d39bec88|stage3src:031c2aacfef869b05dfa,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:1b205e6d9b6f57ce,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,us:ipeds:214777,Pennsylvania State University-Main Campus,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:031c2aacfef869b05dfa|stage3src:f40059d3d427d39bec88|stage3src:df213e2a2ac721706a78,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:789c075ebecd7791,us:ipeds:243780:program:phd:computer-science-phd,us:ipeds:243780,Purdue University-Main Campus,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:c3c40e584ba21793|stage4src:4b0c5e634d73cc64|stage4src:b894bdd2c02ba197,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:f8aa58a2aae7e0fa,us:ipeds:243780:program:phd:computer-science-phd,us:ipeds:243780,Purdue University-Main Campus,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:c3c40e584ba21793|stage4src:4b0c5e634d73cc64|stage4src:b894bdd2c02ba197,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:b057a3ecfbb6737e,us:ipeds:243780:program:phd:computer-science-phd,us:ipeds:243780,Purdue University-Main Campus,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:c39b9376959381a58f5f,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:46696b1a213650ad,us:ipeds:243780:program:phd:computer-science-phd,us:ipeds:243780,Purdue University-Main Campus,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:c39b9376959381a58f5f|stage3src:5124e1675d8d0f121014,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:560c434aabe7fbce,us:ipeds:243780:program:phd:computer-science-phd,us:ipeds:243780,Purdue University-Main Campus,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:c39b9376959381a58f5f|stage3src:5124e1675d8d0f121014,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:a3a556897e4b726a,us:ipeds:243780:program:phd:computer-science-phd,us:ipeds:243780,Purdue University-Main Campus,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:c39b9376959381a58f5f|stage3src:5124e1675d8d0f121014,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:f8e2a4a298b9b863,us:ipeds:221759:program:phd:computer-science-phd,us:ipeds:221759,The University of Tennessee-Knoxville,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:c7ed34b1b865f902|stage4src:6dc6b90e43ff6944|stage4src:89b65d2da016a6e1|stage4src:5dc3f9b8473fc9bc|stage4src:bfa6b4c9201d4ce6,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:b1c43228ffa4cc6c,us:ipeds:221759:program:phd:computer-science-phd,us:ipeds:221759,The University of Tennessee-Knoxville,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:c7ed34b1b865f902|stage4src:6dc6b90e43ff6944|stage4src:89b65d2da016a6e1|stage4src:5dc3f9b8473fc9bc|stage4src:bfa6b4c9201d4ce6,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:29469f2c2cd4b66f,us:ipeds:221759:program:phd:computer-science-phd,us:ipeds:221759,The University of Tennessee-Knoxville,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:32dc0d6e15c65643396a|stage3src:4dab976768924a80e1cd,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:237adefe7fc90f23,us:ipeds:221759:program:phd:computer-science-phd,us:ipeds:221759,The University of Tennessee-Knoxville,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:16f1418e9ee96698eb85|stage3src:32dc0d6e15c65643396a|stage3src:4dab976768924a80e1cd,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:73c94a151428448d,us:ipeds:221759:program:phd:computer-science-phd,us:ipeds:221759,The University of Tennessee-Knoxville,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:16f1418e9ee96698eb85|stage3src:32dc0d6e15c65643396a|stage3src:4dab976768924a80e1cd,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:9026cec86e778307,us:ipeds:221759:program:phd:computer-science-phd,us:ipeds:221759,The University of Tennessee-Knoxville,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:32dc0d6e15c65643396a|stage3src:4dab976768924a80e1cd|stage3src:16f1418e9ee96698eb85,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:5bd4b3f6775c42a3,us:ipeds:228778:program:phd:computer-science-phd,us:ipeds:228778,The University of Texas at Austin,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:43352ad5ee6ec372|stage4src:83ccfcae49706a79|stage4src:d5ec4455ec889ee5,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:848abc568a99a39a,us:ipeds:228778:program:phd:computer-science-phd,us:ipeds:228778,The University of Texas at Austin,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:43352ad5ee6ec372|stage4src:83ccfcae49706a79|stage4src:d5ec4455ec889ee5,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:b8c5e1d7f9a3761e,us:ipeds:228778:program:phd:computer-science-phd,us:ipeds:228778,The University of Texas at Austin,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:0b609d97bc8b44a399e9,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:f292514ba19f8205,us:ipeds:228778:program:phd:computer-science-phd,us:ipeds:228778,The University of Texas at Austin,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:e3b98ce2449fb88f3dc8|stage3src:0b609d97bc8b44a399e9|stage3src:495e530d1a1197fdb1d6,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:a0e9bba328fb41c3,us:ipeds:228778:program:phd:computer-science-phd,us:ipeds:228778,The University of Texas at Austin,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:e3b98ce2449fb88f3dc8|stage3src:0b609d97bc8b44a399e9|stage3src:495e530d1a1197fdb1d6,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:5cd566ca5ad3d312,us:ipeds:228778:program:phd:computer-science-phd,us:ipeds:228778,The University of Texas at Austin,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:e3b98ce2449fb88f3dc8|stage3src:495e530d1a1197fdb1d6|stage3src:0b609d97bc8b44a399e9,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:38a104ceab98eb06,us:ipeds:132903:program:phd:computer-science-phd,us:ipeds:132903,University of Central Florida,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:3eb3f86de221f76d|stage4src:141093b7a7a1b714|stage4src:62981176bde0e751,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:2758205687af2eda,us:ipeds:132903:program:phd:computer-science-phd,us:ipeds:132903,University of Central Florida,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:3eb3f86de221f76d|stage4src:141093b7a7a1b714|stage4src:62981176bde0e751,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:c26a8e9d3d012218,us:ipeds:132903:program:phd:computer-science-phd,us:ipeds:132903,University of Central Florida,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:c55c21d17e7bdb3fb2ea,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:21336a8d636fdbbe,us:ipeds:132903:program:phd:computer-science-phd,us:ipeds:132903,University of Central Florida,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:496d40639633fcfd9518|stage3src:628e1cbffab15000cb98|stage3src:c55c21d17e7bdb3fb2ea|stage3src:a8ff3c18fd10b6d6b2b0,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:bf31eb1459e080a5,us:ipeds:132903:program:phd:computer-science-phd,us:ipeds:132903,University of Central Florida,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:496d40639633fcfd9518|stage3src:628e1cbffab15000cb98|stage3src:c55c21d17e7bdb3fb2ea|stage3src:a8ff3c18fd10b6d6b2b0,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:7657564d0df80bf1,us:ipeds:132903:program:phd:computer-science-phd,us:ipeds:132903,University of Central Florida,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:628e1cbffab15000cb98|stage3src:c55c21d17e7bdb3fb2ea|stage3src:a8ff3c18fd10b6d6b2b0|stage3src:496d40639633fcfd9518,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:fd02271cc5fb086c,us:ipeds:225511:program:phd:phd-in-computer-science,us:ipeds:225511,University of Houston,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:4b67a6241bdf3bae|stage4src:52cc389ffa90a488|stage4src:cb6deea6b413cfdb|stage4src:8f96c9cb25af4966,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:de91136bc2411bac,us:ipeds:225511:program:phd:phd-in-computer-science,us:ipeds:225511,University of Houston,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:4b67a6241bdf3bae|stage4src:52cc389ffa90a488|stage4src:cb6deea6b413cfdb|stage4src:8f96c9cb25af4966,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:b3d056361791efea,us:ipeds:225511:program:phd:phd-in-computer-science,us:ipeds:225511,University of Houston,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:2f9ef8fdd32b1de5d4db,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:f826af887b27f277,us:ipeds:225511:program:phd:phd-in-computer-science,us:ipeds:225511,University of Houston,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:dd978a792a19bda37b68|stage3src:34c57f6622a257a9d6c9|stage3src:2f9ef8fdd32b1de5d4db,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:cedafce402a61d70,us:ipeds:225511:program:phd:phd-in-computer-science,us:ipeds:225511,University of Houston,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:dd978a792a19bda37b68|stage3src:34c57f6622a257a9d6c9|stage3src:2f9ef8fdd32b1de5d4db,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:b5b4301bca299509,us:ipeds:225511:program:phd:phd-in-computer-science,us:ipeds:225511,University of Houston,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:34c57f6622a257a9d6c9|stage3src:2f9ef8fdd32b1de5d4db|stage3src:dd978a792a19bda37b68,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:c82ebd8dd7aa796b,us:ipeds:163268:program:phd:phd-in-computer-science,us:ipeds:163268,University of Maryland-Baltimore County,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:8346716acf29e5fb|stage4src:6d66773766c60216|stage4src:71611836ed24370b,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:17e452b2edf4d0eb,us:ipeds:163268:program:phd:phd-in-computer-science,us:ipeds:163268,University of Maryland-Baltimore County,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:8346716acf29e5fb|stage4src:6d66773766c60216|stage4src:71611836ed24370b,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:d7e6a81fcbc07793,us:ipeds:163268:program:phd:phd-in-computer-science,us:ipeds:163268,University of Maryland-Baltimore County,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:dc1cc49c04a91c58eaf1|stage3src:9f8a70a463fee4695ad4,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:6924b7cd7b7a9e80,us:ipeds:163268:program:phd:phd-in-computer-science,us:ipeds:163268,University of Maryland-Baltimore County,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:032d33b5a4337da65ee7|stage3src:dc1cc49c04a91c58eaf1,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:5afe9ce069ec054b,us:ipeds:163268:program:phd:phd-in-computer-science,us:ipeds:163268,University of Maryland-Baltimore County,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:032d33b5a4337da65ee7|stage3src:dc1cc49c04a91c58eaf1,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:6ef6e5d22abc96d6,us:ipeds:163268:program:phd:phd-in-computer-science,us:ipeds:163268,University of Maryland-Baltimore County,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:032d33b5a4337da65ee7|stage3src:dc1cc49c04a91c58eaf1,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:05c61a0c4a31b003,us:ipeds:163286:program:phd:computer-science-phd,us:ipeds:163286,University of Maryland-College Park,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:8554c3eb00a93f3c|stage4src:645965580c6d5902,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:8414070c409c6d67,us:ipeds:163286:program:phd:computer-science-phd,us:ipeds:163286,University of Maryland-College Park,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:8554c3eb00a93f3c|stage4src:645965580c6d5902,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:97202368df984efc,us:ipeds:163286:program:phd:computer-science-phd,us:ipeds:163286,University of Maryland-College Park,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:20859fc18cfd8051e73a|stage3src:fa7bf8d07d7c45a6ff45,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:0df8fd5f308c6ba3,us:ipeds:163286:program:phd:computer-science-phd,us:ipeds:163286,University of Maryland-College Park,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:fa7bf8d07d7c45a6ff45|stage3src:4dbf0504d6a460c7056d|stage3src:20859fc18cfd8051e73a,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:b9268126a7d2c970,us:ipeds:163286:program:phd:computer-science-phd,us:ipeds:163286,University of Maryland-College Park,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:fa7bf8d07d7c45a6ff45|stage3src:4dbf0504d6a460c7056d|stage3src:20859fc18cfd8051e73a,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:da8880d11beace56,us:ipeds:163286:program:phd:computer-science-phd,us:ipeds:163286,University of Maryland-College Park,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:4dbf0504d6a460c7056d|stage3src:20859fc18cfd8051e73a|stage3src:fa7bf8d07d7c45a6ff45,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:d673db7f4838abd2,us:ipeds:187985:program:phd:phd-in-computer-science,us:ipeds:187985,University of New Mexico-Main Campus,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:dffc2b2fa0efdf27|stage4src:cd3aee21b26c93bd|stage4src:f8505f33f0f23138|stage4src:540eed168a3ea2f9,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
2.0,scoreev:7d2ac47e4126cb9b,us:ipeds:187985:program:phd:phd-in-computer-science,us:ipeds:187985,University of New Mexico-Main Campus,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:dffc2b2fa0efdf27|stage4src:cd3aee21b26c93bd|stage4src:f8505f33f0f23138|stage4src:540eed168a3ea2f9,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T10:06:06.515146+00:00
